tissue,level1,level2,level3,level4
Eye,Microglia,Eye.Microglia,Microglia.94,Eye.Microglia.94
Eye,Stromal_cells,Eye.Stromal_cells,Stromal_cells.115,Eye.Stromal_cells.115
Eye,Retinal_progenitors_and_Muller_glia,Eye.Retinal_progenitors_and_Muller_glia,Retinal_progenitors_and_Muller_glia.94,Eye.Retinal_progenitors_and_Muller_glia.94
Eye,Amacrine_cells,Eye.Amacrine_cells,Amacrine_cells.94,Eye.Amacrine_cells.94
Eye,Photoreceptor_cells,Eye.Photoreceptor_cells,Photoreceptor_cells.94,Eye.Photoreceptor_cells.94
Eye,Horizontal_cells,Eye.Horizontal_cells,Horizontal_cells.115,Eye.Horizontal_cells.115
Eye,Astrocytes,Eye.Astrocytes,Astrocytes.94,Eye.Astrocytes.94
Eye,Retinal_pigment_cells,Eye.Retinal_pigment_cells,Retinal_pigment_cells.115,Eye.Retinal_pigment_cells.115
Eye,Lens_fibre_cells,Eye.Lens_fibre_cells,Lens_fibre_cells.94,Eye.Lens_fibre_cells.94
Eye,PDE11A_FAM19A2_positive_cells,Eye.PDE11A_FAM19A2_positive_cells,PDE11A_FAM19A2_positive_cells.94,Eye.PDE11A_FAM19A2_positive_cells.94
Eye,PDE11A_FAM19A2_positive_cells,Eye.PDE11A_FAM19A2_positive_cells,PDE11A_FAM19A2_positive_cells.115,Eye.PDE11A_FAM19A2_positive_cells.115
Eye,Vascular_endothelial_cells,Eye.Vascular_endothelial_cells,Vascular_endothelial_cells.94,Eye.Vascular_endothelial_cells.94
Eye,Smooth_muscle_cells,Eye.Smooth_muscle_cells,Smooth_muscle_cells.115,Eye.Smooth_muscle_cells.115
Eye,Astrocytes,Eye.Astrocytes,Astrocytes.115,Eye.Astrocytes.115
Eye,Vascular_endothelial_cells,Eye.Vascular_endothelial_cells,Vascular_endothelial_cells.115,Eye.Vascular_endothelial_cells.115
Eye,Corneal_and_conjunctival_epithelial_cells,Eye.Corneal_and_conjunctival_epithelial_cells,Corneal_and_conjunctival_epithelial_cells.115,Eye.Corneal_and_conjunctival_epithelial_cells.115
Eye,Microglia,Eye.Microglia,Microglia.115,Eye.Microglia.115
Eye,Skeletal_muscle_cells,Eye.Skeletal_muscle_cells,Skeletal_muscle_cells.94,Eye.Skeletal_muscle_cells.94
Eye,Smooth_muscle_cells,Eye.Smooth_muscle_cells,Smooth_muscle_cells.94,Eye.Smooth_muscle_cells.94
Eye,Lens_fibre_cells,Eye.Lens_fibre_cells,Lens_fibre_cells.115,Eye.Lens_fibre_cells.115
Eye,Corneal_and_conjunctival_epithelial_cells,Eye.Corneal_and_conjunctival_epithelial_cells,Corneal_and_conjunctival_epithelial_cells.94,Eye.Corneal_and_conjunctival_epithelial_cells.94
Eye,Skeletal_muscle_cells,Eye.Skeletal_muscle_cells,Skeletal_muscle_cells.115,Eye.Skeletal_muscle_cells.115
Eye,Astrocytes,Eye.Astrocytes,Astrocytes.129,Eye.Astrocytes.129
Eye,Microglia,Eye.Microglia,Microglia.129,Eye.Microglia.129
Eye,Smooth_muscle_cells,Eye.Smooth_muscle_cells,Smooth_muscle_cells.117,Eye.Smooth_muscle_cells.117
Eye,Skeletal_muscle_cells,Eye.Skeletal_muscle_cells,Skeletal_muscle_cells.117,Eye.Skeletal_muscle_cells.117
Eye,Smooth_muscle_cells,Eye.Smooth_muscle_cells,Smooth_muscle_cells.129,Eye.Smooth_muscle_cells.129
Eye,Stromal_cells,Eye.Stromal_cells,Stromal_cells.96,Eye.Stromal_cells.96
Eye,Photoreceptor_cells,Eye.Photoreceptor_cells,Photoreceptor_cells.96,Eye.Photoreceptor_cells.96
Eye,Lens_fibre_cells,Eye.Lens_fibre_cells,Lens_fibre_cells.96,Eye.Lens_fibre_cells.96
Eye,Ganglion_cells,Eye.Ganglion_cells,Ganglion_cells.96,Eye.Ganglion_cells.96
Eye,Skeletal_muscle_cells,Eye.Skeletal_muscle_cells,Skeletal_muscle_cells.96,Eye.Skeletal_muscle_cells.96
Eye,Amacrine_cells,Eye.Amacrine_cells,Amacrine_cells.96,Eye.Amacrine_cells.96
Eye,Horizontal_cells,Eye.Horizontal_cells,Horizontal_cells.96,Eye.Horizontal_cells.96
Eye,Retinal_pigment_cells,Eye.Retinal_pigment_cells,Retinal_pigment_cells.96,Eye.Retinal_pigment_cells.96
Eye,Retinal_progenitors_and_Muller_glia,Eye.Retinal_progenitors_and_Muller_glia,Retinal_progenitors_and_Muller_glia.96,Eye.Retinal_progenitors_and_Muller_glia.96
Eye,Bipolar_cells,Eye.Bipolar_cells,Bipolar_cells.96,Eye.Bipolar_cells.96
Eye,Vascular_endothelial_cells,Eye.Vascular_endothelial_cells,Vascular_endothelial_cells.96,Eye.Vascular_endothelial_cells.96
Eye,Corneal_and_conjunctival_epithelial_cells,Eye.Corneal_and_conjunctival_epithelial_cells,Corneal_and_conjunctival_epithelial_cells.96,Eye.Corneal_and_conjunctival_epithelial_cells.96
Eye,PDE11A_FAM19A2_positive_cells,Eye.PDE11A_FAM19A2_positive_cells,PDE11A_FAM19A2_positive_cells.96,Eye.PDE11A_FAM19A2_positive_cells.96
Eye,Microglia,Eye.Microglia,Microglia.96,Eye.Microglia.96
Eye,Astrocytes,Eye.Astrocytes,Astrocytes.96,Eye.Astrocytes.96
Eye,Smooth_muscle_cells,Eye.Smooth_muscle_cells,Smooth_muscle_cells.96,Eye.Smooth_muscle_cells.96
Heart,CLC_IL5RA_positive_cells,Heart.CLC_IL5RA_positive_cells,CLC_IL5RA_positive_cells.122,Heart.CLC_IL5RA_positive_cells.122
Heart,Stromal_cells,Heart.Stromal_cells,Stromal_cells.113,Heart.Stromal_cells.113
Heart,Smooth_muscle_cells,Heart.Smooth_muscle_cells,Smooth_muscle_cells.122,Heart.Smooth_muscle_cells.122
Heart,Stromal_cells,Heart.Stromal_cells,Stromal_cells.122,Heart.Stromal_cells.122
Heart,Cardiomyocytes,Heart.Cardiomyocytes,Cardiomyocytes.113,Heart.Cardiomyocytes.113
Heart,SATB2_LRRC7_positive_cells,Heart.SATB2_LRRC7_positive_cells,SATB2_LRRC7_positive_cells.122,Heart.SATB2_LRRC7_positive_cells.122
Heart,Lymphoid_cells,Heart.Lymphoid_cells,Lymphoid_cells.122,Heart.Lymphoid_cells.122
Heart,Vascular_endothelial_cells,Heart.Vascular_endothelial_cells,Vascular_endothelial_cells.122,Heart.Vascular_endothelial_cells.122
Heart,Vascular_endothelial_cells,Heart.Vascular_endothelial_cells,Vascular_endothelial_cells.113,Heart.Vascular_endothelial_cells.113
Heart,Epicardial_fat_cells,Heart.Epicardial_fat_cells,Epicardial_fat_cells.122,Heart.Epicardial_fat_cells.122
Heart,Lymphatic_endothelial_cells,Heart.Lymphatic_endothelial_cells,Lymphatic_endothelial_cells.122,Heart.Lymphatic_endothelial_cells.122
Heart,Cardiomyocytes,Heart.Cardiomyocytes,Cardiomyocytes.122,Heart.Cardiomyocytes.122
Heart,ELF3_AGBL2_positive_cells,Heart.ELF3_AGBL2_positive_cells,ELF3_AGBL2_positive_cells.122,Heart.ELF3_AGBL2_positive_cells.122
Heart,Epicardial_fat_cells,Heart.Epicardial_fat_cells,Epicardial_fat_cells.113,Heart.Epicardial_fat_cells.113
Heart,Endocardial_cells,Heart.Endocardial_cells,Endocardial_cells.122,Heart.Endocardial_cells.122
Heart,Endocardial_cells,Heart.Endocardial_cells,Endocardial_cells.113,Heart.Endocardial_cells.113
Heart,Myeloid_cells,Heart.Myeloid_cells,Myeloid_cells.122,Heart.Myeloid_cells.122
Heart,Lymphatic_endothelial_cells,Heart.Lymphatic_endothelial_cells,Lymphatic_endothelial_cells.113,Heart.Lymphatic_endothelial_cells.113
Heart,Smooth_muscle_cells,Heart.Smooth_muscle_cells,Smooth_muscle_cells.113,Heart.Smooth_muscle_cells.113
Heart,Schwann_cells,Heart.Schwann_cells,Schwann_cells.113,Heart.Schwann_cells.113
Heart,Schwann_cells,Heart.Schwann_cells,Schwann_cells.122,Heart.Schwann_cells.122
Heart,CLC_IL5RA_positive_cells,Heart.CLC_IL5RA_positive_cells,CLC_IL5RA_positive_cells.113,Heart.CLC_IL5RA_positive_cells.113
Heart,Megakaryocytes,Heart.Megakaryocytes,Megakaryocytes.113,Heart.Megakaryocytes.113
Heart,Lymphoid_cells,Heart.Lymphoid_cells,Lymphoid_cells.113,Heart.Lymphoid_cells.113
Heart,Visceral_neurons,Heart.Visceral_neurons,Visceral_neurons.113,Heart.Visceral_neurons.113
Heart,ELF3_AGBL2_positive_cells,Heart.ELF3_AGBL2_positive_cells,ELF3_AGBL2_positive_cells.113,Heart.ELF3_AGBL2_positive_cells.113
Heart,Myeloid_cells,Heart.Myeloid_cells,Myeloid_cells.113,Heart.Myeloid_cells.113
Heart,SATB2_LRRC7_positive_cells,Heart.SATB2_LRRC7_positive_cells,SATB2_LRRC7_positive_cells.113,Heart.SATB2_LRRC7_positive_cells.113
Heart,Megakaryocytes,Heart.Megakaryocytes,Megakaryocytes.122,Heart.Megakaryocytes.122
Heart,Visceral_neurons,Heart.Visceral_neurons,Visceral_neurons.122,Heart.Visceral_neurons.122
Heart,Erythroblasts,Heart.Erythroblasts,Erythroblasts.122,Heart.Erythroblasts.122
Heart,Endocardial_cells,Heart.Endocardial_cells,Endocardial_cells.110,Heart.Endocardial_cells.110
Heart,Megakaryocytes,Heart.Megakaryocytes,Megakaryocytes.110,Heart.Megakaryocytes.110
Heart,Vascular_endothelial_cells,Heart.Vascular_endothelial_cells,Vascular_endothelial_cells.110,Heart.Vascular_endothelial_cells.110
Heart,Cardiomyocytes,Heart.Cardiomyocytes,Cardiomyocytes.110,Heart.Cardiomyocytes.110
Heart,Lymphatic_endothelial_cells,Heart.Lymphatic_endothelial_cells,Lymphatic_endothelial_cells.110,Heart.Lymphatic_endothelial_cells.110
Heart,Myeloid_cells,Heart.Myeloid_cells,Myeloid_cells.110,Heart.Myeloid_cells.110
Heart,Stromal_cells,Heart.Stromal_cells,Stromal_cells.110,Heart.Stromal_cells.110
Heart,Epicardial_fat_cells,Heart.Epicardial_fat_cells,Epicardial_fat_cells.110,Heart.Epicardial_fat_cells.110
Heart,Smooth_muscle_cells,Heart.Smooth_muscle_cells,Smooth_muscle_cells.110,Heart.Smooth_muscle_cells.110
Heart,Lymphoid_cells,Heart.Lymphoid_cells,Lymphoid_cells.110,Heart.Lymphoid_cells.110
Heart,Visceral_neurons,Heart.Visceral_neurons,Visceral_neurons.110,Heart.Visceral_neurons.110
Heart,Schwann_cells,Heart.Schwann_cells,Schwann_cells.110,Heart.Schwann_cells.110
Heart,ELF3_AGBL2_positive_cells,Heart.ELF3_AGBL2_positive_cells,ELF3_AGBL2_positive_cells.110,Heart.ELF3_AGBL2_positive_cells.110
Heart,CLC_IL5RA_positive_cells,Heart.CLC_IL5RA_positive_cells,CLC_IL5RA_positive_cells.110,Heart.CLC_IL5RA_positive_cells.110
Heart,Stromal_cells,Heart.Stromal_cells,Stromal_cells.120,Heart.Stromal_cells.120
Heart,Lymphatic_endothelial_cells,Heart.Lymphatic_endothelial_cells,Lymphatic_endothelial_cells.120,Heart.Lymphatic_endothelial_cells.120
Heart,Cardiomyocytes,Heart.Cardiomyocytes,Cardiomyocytes.120,Heart.Cardiomyocytes.120
Heart,Vascular_endothelial_cells,Heart.Vascular_endothelial_cells,Vascular_endothelial_cells.120,Heart.Vascular_endothelial_cells.120
Heart,Smooth_muscle_cells,Heart.Smooth_muscle_cells,Smooth_muscle_cells.120,Heart.Smooth_muscle_cells.120
Heart,Endocardial_cells,Heart.Endocardial_cells,Endocardial_cells.120,Heart.Endocardial_cells.120
Heart,Myeloid_cells,Heart.Myeloid_cells,Myeloid_cells.120,Heart.Myeloid_cells.120
Heart,Schwann_cells,Heart.Schwann_cells,Schwann_cells.120,Heart.Schwann_cells.120
Heart,SATB2_LRRC7_positive_cells,Heart.SATB2_LRRC7_positive_cells,SATB2_LRRC7_positive_cells.120,Heart.SATB2_LRRC7_positive_cells.120
Heart,Epicardial_fat_cells,Heart.Epicardial_fat_cells,Epicardial_fat_cells.120,Heart.Epicardial_fat_cells.120
Heart,Lymphoid_cells,Heart.Lymphoid_cells,Lymphoid_cells.120,Heart.Lymphoid_cells.120
Heart,Visceral_neurons,Heart.Visceral_neurons,Visceral_neurons.120,Heart.Visceral_neurons.120
Heart,SATB2_LRRC7_positive_cells,Heart.SATB2_LRRC7_positive_cells,SATB2_LRRC7_positive_cells.110,Heart.SATB2_LRRC7_positive_cells.110
Heart,Erythroblasts,Heart.Erythroblasts,Erythroblasts.110,Heart.Erythroblasts.110
Heart,ELF3_AGBL2_positive_cells,Heart.ELF3_AGBL2_positive_cells,ELF3_AGBL2_positive_cells.120,Heart.ELF3_AGBL2_positive_cells.120
Heart,Megakaryocytes,Heart.Megakaryocytes,Megakaryocytes.120,Heart.Megakaryocytes.120
Heart,CLC_IL5RA_positive_cells,Heart.CLC_IL5RA_positive_cells,CLC_IL5RA_positive_cells.120,Heart.CLC_IL5RA_positive_cells.120
Heart,Smooth_muscle_cells,Heart.Smooth_muscle_cells,Smooth_muscle_cells.115,Heart.Smooth_muscle_cells.115
Heart,Myeloid_cells,Heart.Myeloid_cells,Myeloid_cells.115,Heart.Myeloid_cells.115
Heart,Cardiomyocytes,Heart.Cardiomyocytes,Cardiomyocytes.115,Heart.Cardiomyocytes.115
Heart,Vascular_endothelial_cells,Heart.Vascular_endothelial_cells,Vascular_endothelial_cells.94,Heart.Vascular_endothelial_cells.94
Heart,Lymphatic_endothelial_cells,Heart.Lymphatic_endothelial_cells,Lymphatic_endothelial_cells.94,Heart.Lymphatic_endothelial_cells.94
Heart,Vascular_endothelial_cells,Heart.Vascular_endothelial_cells,Vascular_endothelial_cells.115,Heart.Vascular_endothelial_cells.115
Heart,Cardiomyocytes,Heart.Cardiomyocytes,Cardiomyocytes.94,Heart.Cardiomyocytes.94
Heart,Stromal_cells,Heart.Stromal_cells,Stromal_cells.115,Heart.Stromal_cells.115
Heart,Endocardial_cells,Heart.Endocardial_cells,Endocardial_cells.94,Heart.Endocardial_cells.94
Heart,Smooth_muscle_cells,Heart.Smooth_muscle_cells,Smooth_muscle_cells.94,Heart.Smooth_muscle_cells.94
Heart,Endocardial_cells,Heart.Endocardial_cells,Endocardial_cells.115,Heart.Endocardial_cells.115
Heart,Megakaryocytes,Heart.Megakaryocytes,Megakaryocytes.94,Heart.Megakaryocytes.94
Heart,Schwann_cells,Heart.Schwann_cells,Schwann_cells.115,Heart.Schwann_cells.115
Heart,ELF3_AGBL2_positive_cells,Heart.ELF3_AGBL2_positive_cells,ELF3_AGBL2_positive_cells.115,Heart.ELF3_AGBL2_positive_cells.115
Heart,Myeloid_cells,Heart.Myeloid_cells,Myeloid_cells.94,Heart.Myeloid_cells.94
Heart,CLC_IL5RA_positive_cells,Heart.CLC_IL5RA_positive_cells,CLC_IL5RA_positive_cells.115,Heart.CLC_IL5RA_positive_cells.115
Heart,Epicardial_fat_cells,Heart.Epicardial_fat_cells,Epicardial_fat_cells.115,Heart.Epicardial_fat_cells.115
Heart,Epicardial_fat_cells,Heart.Epicardial_fat_cells,Epicardial_fat_cells.94,Heart.Epicardial_fat_cells.94
Heart,ELF3_AGBL2_positive_cells,Heart.ELF3_AGBL2_positive_cells,ELF3_AGBL2_positive_cells.94,Heart.ELF3_AGBL2_positive_cells.94
Heart,Visceral_neurons,Heart.Visceral_neurons,Visceral_neurons.115,Heart.Visceral_neurons.115
Heart,Stromal_cells,Heart.Stromal_cells,Stromal_cells.94,Heart.Stromal_cells.94
Heart,Lymphatic_endothelial_cells,Heart.Lymphatic_endothelial_cells,Lymphatic_endothelial_cells.115,Heart.Lymphatic_endothelial_cells.115
Heart,Schwann_cells,Heart.Schwann_cells,Schwann_cells.94,Heart.Schwann_cells.94
Heart,Megakaryocytes,Heart.Megakaryocytes,Megakaryocytes.115,Heart.Megakaryocytes.115
Heart,CLC_IL5RA_positive_cells,Heart.CLC_IL5RA_positive_cells,CLC_IL5RA_positive_cells.94,Heart.CLC_IL5RA_positive_cells.94
Heart,Lymphoid_cells,Heart.Lymphoid_cells,Lymphoid_cells.115,Heart.Lymphoid_cells.115
Heart,Visceral_neurons,Heart.Visceral_neurons,Visceral_neurons.94,Heart.Visceral_neurons.94
Heart,Lymphoid_cells,Heart.Lymphoid_cells,Lymphoid_cells.94,Heart.Lymphoid_cells.94
Heart,Lymphatic_endothelial_cells,Heart.Lymphatic_endothelial_cells,Lymphatic_endothelial_cells.90,Heart.Lymphatic_endothelial_cells.90
Heart,Vascular_endothelial_cells,Heart.Vascular_endothelial_cells,Vascular_endothelial_cells.90,Heart.Vascular_endothelial_cells.90
Heart,Stromal_cells,Heart.Stromal_cells,Stromal_cells.90,Heart.Stromal_cells.90
Heart,Endocardial_cells,Heart.Endocardial_cells,Endocardial_cells.90,Heart.Endocardial_cells.90
Heart,Epicardial_fat_cells,Heart.Epicardial_fat_cells,Epicardial_fat_cells.90,Heart.Epicardial_fat_cells.90
Heart,Megakaryocytes,Heart.Megakaryocytes,Megakaryocytes.90,Heart.Megakaryocytes.90
Heart,Cardiomyocytes,Heart.Cardiomyocytes,Cardiomyocytes.90,Heart.Cardiomyocytes.90
Heart,Smooth_muscle_cells,Heart.Smooth_muscle_cells,Smooth_muscle_cells.90,Heart.Smooth_muscle_cells.90
Heart,Schwann_cells,Heart.Schwann_cells,Schwann_cells.90,Heart.Schwann_cells.90
Heart,Myeloid_cells,Heart.Myeloid_cells,Myeloid_cells.90,Heart.Myeloid_cells.90
Heart,Visceral_neurons,Heart.Visceral_neurons,Visceral_neurons.90,Heart.Visceral_neurons.90
Heart,Lymphoid_cells,Heart.Lymphoid_cells,Lymphoid_cells.90,Heart.Lymphoid_cells.90
Heart,CLC_IL5RA_positive_cells,Heart.CLC_IL5RA_positive_cells,CLC_IL5RA_positive_cells.90,Heart.CLC_IL5RA_positive_cells.90
Heart,SATB2_LRRC7_positive_cells,Heart.SATB2_LRRC7_positive_cells,SATB2_LRRC7_positive_cells.90,Heart.SATB2_LRRC7_positive_cells.90
Heart,ELF3_AGBL2_positive_cells,Heart.ELF3_AGBL2_positive_cells,ELF3_AGBL2_positive_cells.90,Heart.ELF3_AGBL2_positive_cells.90
Intestine,Vascular_endothelial_cells,Intestine.Vascular_endothelial_cells,Vascular_endothelial_cells.96,Intestine.Vascular_endothelial_cells.96
Intestine,ENS_glia,Intestine.ENS_glia,ENS_glia.74,Intestine.ENS_glia.74
Intestine,Lymphoid_cells,Intestine.Lymphoid_cells,Lymphoid_cells.96,Intestine.Lymphoid_cells.96
Intestine,Myeloid_cells,Intestine.Myeloid_cells,Myeloid_cells.117,Intestine.Myeloid_cells.117
Intestine,Smooth_muscle_cells,Intestine.Smooth_muscle_cells,Smooth_muscle_cells.85,Intestine.Smooth_muscle_cells.85
Intestine,Mesothelial_cells,Intestine.Mesothelial_cells,Mesothelial_cells.74,Intestine.Mesothelial_cells.74
Intestine,Myeloid_cells,Intestine.Myeloid_cells,Myeloid_cells.85,Intestine.Myeloid_cells.85
Intestine,Lymphoid_cells,Intestine.Lymphoid_cells,Lymphoid_cells.74,Intestine.Lymphoid_cells.74
Intestine,Stromal_cells,Intestine.Stromal_cells,Stromal_cells.85,Intestine.Stromal_cells.85
Intestine,Lymphoid_cells,Intestine.Lymphoid_cells,Lymphoid_cells.85,Intestine.Lymphoid_cells.85
Intestine,Myeloid_cells,Intestine.Myeloid_cells,Myeloid_cells.96,Intestine.Myeloid_cells.96
Intestine,Lymphoid_cells,Intestine.Lymphoid_cells,Lymphoid_cells.100,Intestine.Lymphoid_cells.100
Intestine,Stromal_cells,Intestine.Stromal_cells,Stromal_cells.74,Intestine.Stromal_cells.74
Intestine,ENS_neurons,Intestine.ENS_neurons,ENS_neurons.74,Intestine.ENS_neurons.74
Intestine,Intestinal_epithelial_cells,Intestine.Intestinal_epithelial_cells,Intestinal_epithelial_cells.85,Intestine.Intestinal_epithelial_cells.85
Intestine,Stromal_cells,Intestine.Stromal_cells,Stromal_cells.117,Intestine.Stromal_cells.117
Intestine,ENS_glia,Intestine.ENS_glia,ENS_glia.85,Intestine.ENS_glia.85
Intestine,Intestinal_epithelial_cells,Intestine.Intestinal_epithelial_cells,Intestinal_epithelial_cells.117,Intestine.Intestinal_epithelial_cells.117
Intestine,ENS_neurons,Intestine.ENS_neurons,ENS_neurons.85,Intestine.ENS_neurons.85
Intestine,Chromaffin_cells,Intestine.Chromaffin_cells,Chromaffin_cells.85,Intestine.Chromaffin_cells.85
Intestine,Stromal_cells,Intestine.Stromal_cells,Stromal_cells.96,Intestine.Stromal_cells.96
Intestine,Intestinal_epithelial_cells,Intestine.Intestinal_epithelial_cells,Intestinal_epithelial_cells.96,Intestine.Intestinal_epithelial_cells.96
Intestine,Intestinal_epithelial_cells,Intestine.Intestinal_epithelial_cells,Intestinal_epithelial_cells.100,Intestine.Intestinal_epithelial_cells.100
Intestine,Lymphoid_cells,Intestine.Lymphoid_cells,Lymphoid_cells.117,Intestine.Lymphoid_cells.117
Intestine,Intestinal_epithelial_cells,Intestine.Intestinal_epithelial_cells,Intestinal_epithelial_cells.74,Intestine.Intestinal_epithelial_cells.74
Intestine,Vascular_endothelial_cells,Intestine.Vascular_endothelial_cells,Vascular_endothelial_cells.74,Intestine.Vascular_endothelial_cells.74
Intestine,Myeloid_cells,Intestine.Myeloid_cells,Myeloid_cells.74,Intestine.Myeloid_cells.74
Intestine,Mesothelial_cells,Intestine.Mesothelial_cells,Mesothelial_cells.85,Intestine.Mesothelial_cells.85
Intestine,Vascular_endothelial_cells,Intestine.Vascular_endothelial_cells,Vascular_endothelial_cells.117,Intestine.Vascular_endothelial_cells.117
Intestine,Vascular_endothelial_cells,Intestine.Vascular_endothelial_cells,Vascular_endothelial_cells.85,Intestine.Vascular_endothelial_cells.85
Intestine,ENS_glia,Intestine.ENS_glia,ENS_glia.96,Intestine.ENS_glia.96
Intestine,Stromal_cells,Intestine.Stromal_cells,Stromal_cells.112,Intestine.Stromal_cells.112
Intestine,Mesothelial_cells,Intestine.Mesothelial_cells,Mesothelial_cells.125,Intestine.Mesothelial_cells.125
Intestine,ENS_glia,Intestine.ENS_glia,ENS_glia.117,Intestine.ENS_glia.117
Intestine,Smooth_muscle_cells,Intestine.Smooth_muscle_cells,Smooth_muscle_cells.74,Intestine.Smooth_muscle_cells.74
Intestine,Intestinal_epithelial_cells,Intestine.Intestinal_epithelial_cells,Intestinal_epithelial_cells.112,Intestine.Intestinal_epithelial_cells.112
Intestine,ENS_glia,Intestine.ENS_glia,ENS_glia.112,Intestine.ENS_glia.112
Intestine,Lymphatic_endothelial_cells,Intestine.Lymphatic_endothelial_cells,Lymphatic_endothelial_cells.96,Intestine.Lymphatic_endothelial_cells.96
Intestine,Myeloid_cells,Intestine.Myeloid_cells,Myeloid_cells.112,Intestine.Myeloid_cells.112
Intestine,Lymphoid_cells,Intestine.Lymphoid_cells,Lymphoid_cells.112,Intestine.Lymphoid_cells.112
Intestine,Chromaffin_cells,Intestine.Chromaffin_cells,Chromaffin_cells.112,Intestine.Chromaffin_cells.112
Intestine,Erythroblasts,Intestine.Erythroblasts,Erythroblasts.74,Intestine.Erythroblasts.74
Intestine,Lymphatic_endothelial_cells,Intestine.Lymphatic_endothelial_cells,Lymphatic_endothelial_cells.85,Intestine.Lymphatic_endothelial_cells.85
Intestine,Intestinal_epithelial_cells,Intestine.Intestinal_epithelial_cells,Intestinal_epithelial_cells.125,Intestine.Intestinal_epithelial_cells.125
Intestine,Chromaffin_cells,Intestine.Chromaffin_cells,Chromaffin_cells.74,Intestine.Chromaffin_cells.74
Intestine,Chromaffin_cells,Intestine.Chromaffin_cells,Chromaffin_cells.96,Intestine.Chromaffin_cells.96
Intestine,Lymphatic_endothelial_cells,Intestine.Lymphatic_endothelial_cells,Lymphatic_endothelial_cells.117,Intestine.Lymphatic_endothelial_cells.117
Intestine,Myeloid_cells,Intestine.Myeloid_cells,Myeloid_cells.100,Intestine.Myeloid_cells.100
Intestine,Chromaffin_cells,Intestine.Chromaffin_cells,Chromaffin_cells.100,Intestine.Chromaffin_cells.100
Intestine,Stromal_cells,Intestine.Stromal_cells,Stromal_cells.100,Intestine.Stromal_cells.100
Intestine,Vascular_endothelial_cells,Intestine.Vascular_endothelial_cells,Vascular_endothelial_cells.100,Intestine.Vascular_endothelial_cells.100
Intestine,Chromaffin_cells,Intestine.Chromaffin_cells,Chromaffin_cells.117,Intestine.Chromaffin_cells.117
Intestine,Erythroblasts,Intestine.Erythroblasts,Erythroblasts.96,Intestine.Erythroblasts.96
Intestine,Vascular_endothelial_cells,Intestine.Vascular_endothelial_cells,Vascular_endothelial_cells.112,Intestine.Vascular_endothelial_cells.112
Intestine,ENS_neurons,Intestine.ENS_neurons,ENS_neurons.112,Intestine.ENS_neurons.112
Intestine,Lymphatic_endothelial_cells,Intestine.Lymphatic_endothelial_cells,Lymphatic_endothelial_cells.74,Intestine.Lymphatic_endothelial_cells.74
Intestine,Lymphatic_endothelial_cells,Intestine.Lymphatic_endothelial_cells,Lymphatic_endothelial_cells.100,Intestine.Lymphatic_endothelial_cells.100
Intestine,Mesothelial_cells,Intestine.Mesothelial_cells,Mesothelial_cells.100,Intestine.Mesothelial_cells.100
Intestine,Erythroblasts,Intestine.Erythroblasts,Erythroblasts.85,Intestine.Erythroblasts.85
Intestine,Smooth_muscle_cells,Intestine.Smooth_muscle_cells,Smooth_muscle_cells.100,Intestine.Smooth_muscle_cells.100
Intestine,ENS_glia,Intestine.ENS_glia,ENS_glia.100,Intestine.ENS_glia.100
Intestine,Mesothelial_cells,Intestine.Mesothelial_cells,Mesothelial_cells.117,Intestine.Mesothelial_cells.117
Intestine,ENS_neurons,Intestine.ENS_neurons,ENS_neurons.117,Intestine.ENS_neurons.117
Intestine,ENS_neurons,Intestine.ENS_neurons,ENS_neurons.96,Intestine.ENS_neurons.96
Intestine,Smooth_muscle_cells,Intestine.Smooth_muscle_cells,Smooth_muscle_cells.117,Intestine.Smooth_muscle_cells.117
Intestine,Mesothelial_cells,Intestine.Mesothelial_cells,Mesothelial_cells.112,Intestine.Mesothelial_cells.112
Intestine,Lymphatic_endothelial_cells,Intestine.Lymphatic_endothelial_cells,Lymphatic_endothelial_cells.125,Intestine.Lymphatic_endothelial_cells.125
Intestine,Mesothelial_cells,Intestine.Mesothelial_cells,Mesothelial_cells.96,Intestine.Mesothelial_cells.96
Intestine,Lymphatic_endothelial_cells,Intestine.Lymphatic_endothelial_cells,Lymphatic_endothelial_cells.112,Intestine.Lymphatic_endothelial_cells.112
Intestine,Erythroblasts,Intestine.Erythroblasts,Erythroblasts.112,Intestine.Erythroblasts.112
Intestine,Smooth_muscle_cells,Intestine.Smooth_muscle_cells,Smooth_muscle_cells.96,Intestine.Smooth_muscle_cells.96
Intestine,Vascular_endothelial_cells,Intestine.Vascular_endothelial_cells,Vascular_endothelial_cells.125,Intestine.Vascular_endothelial_cells.125
Intestine,ENS_neurons,Intestine.ENS_neurons,ENS_neurons.100,Intestine.ENS_neurons.100
Intestine,ENS_neurons,Intestine.ENS_neurons,ENS_neurons.72,Intestine.ENS_neurons.72
Intestine,Stromal_cells,Intestine.Stromal_cells,Stromal_cells.72,Intestine.Stromal_cells.72
Intestine,Mesothelial_cells,Intestine.Mesothelial_cells,Mesothelial_cells.72,Intestine.Mesothelial_cells.72
Intestine,Myeloid_cells,Intestine.Myeloid_cells,Myeloid_cells.72,Intestine.Myeloid_cells.72
Intestine,Intestinal_epithelial_cells,Intestine.Intestinal_epithelial_cells,Intestinal_epithelial_cells.72,Intestine.Intestinal_epithelial_cells.72
