tissue,level1,level2,level3,level4
Spleen,Erythroblasts,Spleen.Erythroblasts,Erythroblasts.115,Spleen.Erythroblasts.115
Spleen,Megakaryocytes,Spleen.Megakaryocytes,Megakaryocytes.110,Spleen.Megakaryocytes.110
Spleen,Erythroblasts,Spleen.Erythroblasts,Erythroblasts.117,Spleen.Erythroblasts.117
Spleen,STC2_TLX1_positive_cells,Spleen.STC2_TLX1_positive_cells,STC2_TLX1_positive_cells.94,Spleen.STC2_TLX1_positive_cells.94
Spleen,Vascular_endothelial_cells,Spleen.Vascular_endothelial_cells,Vascular_endothelial_cells.94,Spleen.Vascular_endothelial_cells.94
Spleen,Stromal_cells,Spleen.Stromal_cells,Stromal_cells.94,Spleen.Stromal_cells.94
Spleen,Myeloid_cells,Spleen.Myeloid_cells,Myeloid_cells.94,Spleen.Myeloid_cells.94
Spleen,AFP_ALB_positive_cells,Spleen.AFP_ALB_positive_cells,AFP_ALB_positive_cells.94,Spleen.AFP_ALB_positive_cells.94
Spleen,Erythroblasts,Spleen.Erythroblasts,Erythroblasts.94,Spleen.Erythroblasts.94
Spleen,Lymphoid_cells,Spleen.Lymphoid_cells,Lymphoid_cells.94,Spleen.Lymphoid_cells.94
Spleen,Mesothelial_cells,Spleen.Mesothelial_cells,Mesothelial_cells.94,Spleen.Mesothelial_cells.94
Spleen,Megakaryocytes,Spleen.Megakaryocytes,Megakaryocytes.94,Spleen.Megakaryocytes.94
Stomach,Erythroblasts,Stomach.Erythroblasts,Erythroblasts.117,Stomach.Erythroblasts.117
Stomach,Goblet_cells,Stomach.Goblet_cells,Goblet_cells.117,Stomach.Goblet_cells.117
Stomach,Parietal_and_chief_cells,Stomach.Parietal_and_chief_cells,Parietal_and_chief_cells.117,Stomach.Parietal_and_chief_cells.117
Stomach,Squamous_epithelial_cells,Stomach.Squamous_epithelial_cells,Squamous_epithelial_cells.117,Stomach.Squamous_epithelial_cells.117
Stomach,PDE1C_ACSM3_positive_cells,Stomach.PDE1C_ACSM3_positive_cells,PDE1C_ACSM3_positive_cells.117,Stomach.PDE1C_ACSM3_positive_cells.117
Stomach,Stromal_cells,Stomach.Stromal_cells,Stromal_cells.117,Stomach.Stromal_cells.117
Stomach,MUC13_DMBT1_positive_cells,Stomach.MUC13_DMBT1_positive_cells,MUC13_DMBT1_positive_cells.117,Stomach.MUC13_DMBT1_positive_cells.117
Stomach,Ciliated_epithelial_cells,Stomach.Ciliated_epithelial_cells,Ciliated_epithelial_cells.117,Stomach.Ciliated_epithelial_cells.117
Stomach,Vascular_endothelial_cells,Stomach.Vascular_endothelial_cells,Vascular_endothelial_cells.117,Stomach.Vascular_endothelial_cells.117
Stomach,Neuroendocrine_cells,Stomach.Neuroendocrine_cells,Neuroendocrine_cells.117,Stomach.Neuroendocrine_cells.117
Stomach,Lymphoid_cells,Stomach.Lymphoid_cells,Lymphoid_cells.117,Stomach.Lymphoid_cells.117
Stomach,Myeloid_cells,Stomach.Myeloid_cells,Myeloid_cells.117,Stomach.Myeloid_cells.117
Stomach,Mesothelial_cells,Stomach.Mesothelial_cells,Mesothelial_cells.117,Stomach.Mesothelial_cells.117
Stomach,Lymphatic_endothelial_cells,Stomach.Lymphatic_endothelial_cells,Lymphatic_endothelial_cells.117,Stomach.Lymphatic_endothelial_cells.117
Stomach,ENS_neurons,Stomach.ENS_neurons,ENS_neurons.117,Stomach.ENS_neurons.117
Stomach,ENS_glia,Stomach.ENS_glia,ENS_glia.117,Stomach.ENS_glia.117
Stomach,Stromal_cells,Stomach.Stromal_cells,Stromal_cells.110,Stomach.Stromal_cells.110
Stomach,Goblet_cells,Stomach.Goblet_cells,Goblet_cells.110,Stomach.Goblet_cells.110
Stomach,Goblet_cells,Stomach.Goblet_cells,Goblet_cells.96,Stomach.Goblet_cells.96
Stomach,Mesothelial_cells,Stomach.Mesothelial_cells,Mesothelial_cells.110,Stomach.Mesothelial_cells.110
Stomach,Parietal_and_chief_cells,Stomach.Parietal_and_chief_cells,Parietal_and_chief_cells.96,Stomach.Parietal_and_chief_cells.96
Stomach,Parietal_and_chief_cells,Stomach.Parietal_and_chief_cells,Parietal_and_chief_cells.110,Stomach.Parietal_and_chief_cells.110
Stomach,Squamous_epithelial_cells,Stomach.Squamous_epithelial_cells,Squamous_epithelial_cells.110,Stomach.Squamous_epithelial_cells.110
Stomach,Erythroblasts,Stomach.Erythroblasts,Erythroblasts.96,Stomach.Erythroblasts.96
Stomach,Lymphoid_cells,Stomach.Lymphoid_cells,Lymphoid_cells.110,Stomach.Lymphoid_cells.110
Stomach,ENS_glia,Stomach.ENS_glia,ENS_glia.96,Stomach.ENS_glia.96
Stomach,Lymphoid_cells,Stomach.Lymphoid_cells,Lymphoid_cells.96,Stomach.Lymphoid_cells.96
Stomach,Stromal_cells,Stomach.Stromal_cells,Stromal_cells.96,Stomach.Stromal_cells.96
Stomach,Vascular_endothelial_cells,Stomach.Vascular_endothelial_cells,Vascular_endothelial_cells.96,Stomach.Vascular_endothelial_cells.96
Stomach,MUC13_DMBT1_positive_cells,Stomach.MUC13_DMBT1_positive_cells,MUC13_DMBT1_positive_cells.110,Stomach.MUC13_DMBT1_positive_cells.110
Stomach,Vascular_endothelial_cells,Stomach.Vascular_endothelial_cells,Vascular_endothelial_cells.110,Stomach.Vascular_endothelial_cells.110
Stomach,Ciliated_epithelial_cells,Stomach.Ciliated_epithelial_cells,Ciliated_epithelial_cells.110,Stomach.Ciliated_epithelial_cells.110
Stomach,ENS_neurons,Stomach.ENS_neurons,ENS_neurons.110,Stomach.ENS_neurons.110
Stomach,Neuroendocrine_cells,Stomach.Neuroendocrine_cells,Neuroendocrine_cells.110,Stomach.Neuroendocrine_cells.110
Stomach,Neuroendocrine_cells,Stomach.Neuroendocrine_cells,Neuroendocrine_cells.96,Stomach.Neuroendocrine_cells.96
Stomach,Myeloid_cells,Stomach.Myeloid_cells,Myeloid_cells.96,Stomach.Myeloid_cells.96
Stomach,Myeloid_cells,Stomach.Myeloid_cells,Myeloid_cells.110,Stomach.Myeloid_cells.110
Stomach,Erythroblasts,Stomach.Erythroblasts,Erythroblasts.110,Stomach.Erythroblasts.110
Stomach,PDE1C_ACSM3_positive_cells,Stomach.PDE1C_ACSM3_positive_cells,PDE1C_ACSM3_positive_cells.110,Stomach.PDE1C_ACSM3_positive_cells.110
Stomach,ENS_glia,Stomach.ENS_glia,ENS_glia.110,Stomach.ENS_glia.110
Stomach,MUC13_DMBT1_positive_cells,Stomach.MUC13_DMBT1_positive_cells,MUC13_DMBT1_positive_cells.96,Stomach.MUC13_DMBT1_positive_cells.96
Stomach,Lymphatic_endothelial_cells,Stomach.Lymphatic_endothelial_cells,Lymphatic_endothelial_cells.110,Stomach.Lymphatic_endothelial_cells.110
Stomach,Lymphatic_endothelial_cells,Stomach.Lymphatic_endothelial_cells,Lymphatic_endothelial_cells.96,Stomach.Lymphatic_endothelial_cells.96
Stomach,ENS_neurons,Stomach.ENS_neurons,ENS_neurons.96,Stomach.ENS_neurons.96
Stomach,PDE1C_ACSM3_positive_cells,Stomach.PDE1C_ACSM3_positive_cells,PDE1C_ACSM3_positive_cells.96,Stomach.PDE1C_ACSM3_positive_cells.96
Stomach,Mesothelial_cells,Stomach.Mesothelial_cells,Mesothelial_cells.96,Stomach.Mesothelial_cells.96
Thymus,Thymocytes,Thymus.Thymocytes,Thymocytes.115,Thymus.Thymocytes.115
Thymus,Antigen_presenting_cells,Thymus.Antigen_presenting_cells,Antigen_presenting_cells.115,Thymus.Antigen_presenting_cells.115
Thymus,Thymic_epithelial_cells,Thymus.Thymic_epithelial_cells,Thymic_epithelial_cells.115,Thymus.Thymic_epithelial_cells.115
Thymus,Stromal_cells,Thymus.Stromal_cells,Stromal_cells.115,Thymus.Stromal_cells.115
Thymus,Vascular_endothelial_cells,Thymus.Vascular_endothelial_cells,Vascular_endothelial_cells.115,Thymus.Vascular_endothelial_cells.115
Thymus,Thymocytes,Thymus.Thymocytes,Thymocytes.113,Thymus.Thymocytes.113
Thymus,Antigen_presenting_cells,Thymus.Antigen_presenting_cells,Antigen_presenting_cells.113,Thymus.Antigen_presenting_cells.113
Thymus,Thymic_epithelial_cells,Thymus.Thymic_epithelial_cells,Thymic_epithelial_cells.113,Thymus.Thymic_epithelial_cells.113
Thymus,Stromal_cells,Thymus.Stromal_cells,Stromal_cells.113,Thymus.Stromal_cells.113
Thymus,Antigen_presenting_cells,Thymus.Antigen_presenting_cells,Antigen_presenting_cells.117,Thymus.Antigen_presenting_cells.117
Thymus,Vascular_endothelial_cells,Thymus.Vascular_endothelial_cells,Vascular_endothelial_cells.113,Thymus.Vascular_endothelial_cells.113
Thymus,Thymocytes,Thymus.Thymocytes,Thymocytes.117,Thymus.Thymocytes.117
Thymus,Thymic_epithelial_cells,Thymus.Thymic_epithelial_cells,Thymic_epithelial_cells.117,Thymus.Thymic_epithelial_cells.117
Thymus,Vascular_endothelial_cells,Thymus.Vascular_endothelial_cells,Vascular_endothelial_cells.117,Thymus.Vascular_endothelial_cells.117
Thymus,Thymocytes,Thymus.Thymocytes,Thymocytes.110,Thymus.Thymocytes.110
Thymus,Antigen_presenting_cells,Thymus.Antigen_presenting_cells,Antigen_presenting_cells.110,Thymus.Antigen_presenting_cells.110
Thymus,Vascular_endothelial_cells,Thymus.Vascular_endothelial_cells,Vascular_endothelial_cells.110,Thymus.Vascular_endothelial_cells.110
